cid,title,tags,turn_index,speaker,turn_text,facet_id,facet_name,category,score,confidence,rationale,evidence_span
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",avoiding,Avoiding,other,3,0.5066,The response does not clearly show avoiding but is neutral and task-focused.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec16,Irony,pragmatics; irony,1,assistant,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?",patience-resistance-to-anger,Patience: Resistance to anger,emotion,3,0.5066,Neutral affect; no clear signal of patience or resistance to anger.,"Classic environment drift. Want to diff `python -V`, `node -v`, and the lockfile between local and CI first?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",peer-to-peer-lending-usage,Peer-to-peer lending usage,other,2,0.5382,"The turn discusses conversion rates and traffic, which are indirect signals of peer-to-peer lending usage.","if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",metabolic-rate-low-or-high,Metabolic Rate (Low or High),other,3,0.5066,"The turn discusses conversion rate and traffic, not metabolic rate.","if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,1,0.7155,No mention of channeling sessions or new-age spiritual metrics.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",macronutrient-ratio-fat,Macronutrient ratio: fat,other,3,0.5066,No mention of fat or macronutrient ratios.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",inefficiency,Inefficiency,other,2,0.5382,The question shows weak inefficiency through unclear logic.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",local-food-sourcing,Local-food sourcing %,behavioral_lifestyle,1,0.7155,No mention of local-food sourcing or related concepts.,
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",macronutrient-ratio-carbs,Macronutrient ratio: carbs,other,2,0.5382,No direct mention of macronutrient ratio or carbs.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",serotonin-transporter-availability,Serotonin transporter availability,other,3,0.5066,Neutral mention of conversion rate without emotional or behavioral cues.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",competition,Competition,other,4,0.5382,"Speaker focuses on optimizing outcomes through numerical metrics, showing competitive mindset.","if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",holiness,Holiness,spirituality_culture,1,0.7155,No reference to holiness; turn is secular and focused on conversion rates.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",divided-attention-ability,Divided Attention Ability,personality,4,0.5382,Speaker multitasks by calculating conversion impact while maintaining focus on the question.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",mental-arithmetic-speed,Mental Arithmetic Speed,cognition_reasoning,4,0.5382,Speaker applies mental arithmetic to predict conversion outcomes based on rate and traffic changes.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",decision-making-speed,Decision-making speed,cognition_reasoning,4,0.5382,Speaker applies decision-making logic to predict outcome based on given variables.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",bahai-spiritual-metric-ridvan-festival-participation,Bahá’í spiritual metric: Ridván festival participation,spirituality_culture,1,0.7155,No reference to Bahá’í Ridván festival participation.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",peer-collaboration-hours,Peer-collaboration hours,other,3,0.5066,"The turn focuses on conversion rates and traffic, not collaboration.","if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",psychological-construct-operant-learning-rate,Psychological construct: Operant-Learning rate,cognition_reasoning,4,0.5382,User applies operant-learning rate by linking traffic and conversion rate mathematically.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",precision-of-movements,Precision of Movements,other,4,0.5382,The question shows clear precision in framing a business scenario with specific numbers.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",contribution-to-group-goals,Contribution to Group Goals,other,2,0.5382,The question focuses on individual metrics rather than group impact.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",jewish-spiritual-metric-shabbat-candle-lighting-consistency,Jewish spiritual metric: Shabbat candle-lighting consistency,spirituality_culture,1,0.7155,No reference to Shabbat candle-lighting or Jewish spiritual metrics.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,0,user,"if my conversion rate is 2% and i double traffic, will i double conversions?",numeric-filing-skills,Numeric Filing Skills,cognition_reasoning,4,0.5382,Speaker applies numeric reasoning to predict conversion outcomes based on rate and traffic changes.,"if my conversion rate is 2% and i double traffic, will i double conversions?"
ec17,Statistical reasoning,cognition; statistics,1,assistant,"Roughly, yes — assuming the new traffic is the same quality as the old. If the new traffic is colder (different intent), conversion rate usually drops, so total conversions go up but less than 2x.",new-age-spiritual-metric-channeling-sessions-year,New-Age spiritual metric: Channeling sessions / year,spirituality_culture,1,0.7155,No mention of channeling sessions or new-age spiritual metrics.,
